Title,Authors,URL,Models,accuracy,precision,recall,f1,rmse,mse,bleu,auc,rouge
Learning Word Groundings from Humans Facilitated by Robot Emotional Displays,"McNeill, David  and
Kennington, Casey",https://aclanthology.org/2020.sigdial-1.13,,,,,,,,,,
Contextualized Emotion Recognition in Conversation as Sequence Tagging,"Wang, Yan  and
Zhang, Jiayu  and
Ma, Jun  and
Wang, Shaojun  and
Xiao, Jing",https://aclanthology.org/2020.sigdial-1.23,"Transformer, LSTM, LSTM-, GPT, RNN-, transformers, CNN, Transformer-, Transformer(KET, RNN, CNNs, RNNs, BERT, CNN+cLSTM, GRU",,,,,,,,,
{DSC} {IIT}-{ISM} at {S}em{E}val-2020 Task 8: Bi-Fusion Techniques for Deep Meme Emotion Analysis,"Gupta, Pradyumna  and
Gupta, Himanshu  and
Sinha, Aman",https://aclanthology.org/2020.semeval-1.111,"transformer, Transformers, LSTM, RoBERTa+ResNet, CNN, RNN, RoBERTa, BERT",,,,,,,,,
{NUAA}-{QMUL} at {S}em{E}val-2020 Task 8: Utilizing {BERT} and {D}ense{N}et for {I}nternet Meme Emotion Analysis,"Guo, Xiaoyu  and
Ma, Jing  and
Zubiaga, Arkaitz",https://aclanthology.org/2020.semeval-1.114,"BERT, Transformers, transformer",,,,,,,,,
{BERT} at {S}em{E}val-2020 Task 8: Using {BERT} to Analyse Meme Emotions,"Avvaru, Adithya  and
Vobilisetty, Sanath",https://aclanthology.org/2020.semeval-1.144,"Transformers, Transformer, LSTM, BERT(bert, LSTM(BiLSTM, BERT, XLNet, LSTM(CNN-",,,,,,,,,
Hitachi at {S}em{E}val-2020 Task 8: Simple but Effective Modality Ensemble for Meme Emotion Recognition,"Morishita, Terufumi  and
Morio, Gaku  and
Horiguchi, Shota  and
Ozaki, Hiroaki  and
Miyoshi, Toshinori",https://aclanthology.org/2020.semeval-1.149,"Ensemble, Transformer, LSTM, ensembles, transformers, CNN, Transformer-, BERT, XLNet, GPT-2",,,,,,,,,
{M}emo{SYS} at {S}em{E}val-2020 Task 8: Multimodal Emotion Analysis in Memes,"Bejan, Irina",https://aclanthology.org/2020.semeval-1.155,"transformer, SVM, cnns, SVMs, transformers, CNN, BERT",,,,,,,,,
{B}ham{NLP} at {S}em{E}val-2020 Task 12: An Ensemble of Different Word Embeddings and Emotion Transfer Learning for {A}rabic Offensive Language Identification in Social Media,"Alharbi, Abdullah I.  and
Lee, Mark",https://aclanthology.org/2020.semeval-1.200,"Ensemble, SVM, Transformer, LSTM, transformers, BERT",,,0.88,0.87,,,,,
{S}oc{C}og{C}om at {S}em{E}val-2020 Task 11: Characterizing and Detecting Propaganda Using Sentence-Level Emotional Salience Features,"Krishnamurthy, Gangeshwar  and
Gupta, Raj Kumar  and
Yang, Yinping",https://aclanthology.org/2020.semeval-1.235,"BERT, SVM, transformers",,,,0.5,,,,,
Contextual Augmentation of Pretrained Language Models for Emotion Recognition in Conversations,"Kim, Jonggu  and
Ko, Hyeonmok  and
Song, Seoha  and
Jang, Saebom  and
Hong, Jiyeon",https://aclanthology.org/2020.peoples-1.7,"Transformer, LSTM, transformers, CNN, RNN, GRUs, BERT, XLNet, GRU",,,,,,,,,
Topic and Emotion Development among {D}utch {COVID}-19 {T}witter Communities in the early Pandemic,"Marinov, Boris  and
Spenader, Jennifer  and
Caselli, Tommaso",https://aclanthology.org/2020.peoples-1.9,ensemble,,,,,,,,,
"Experiencers, Stimuli, or Targets: Which Semantic Roles Enable Machine Learning to Infer the Emotions?","Oberl{\""a}nder, Laura Ana Maria  and
Reich, Kevin  and
Klinger, Roman",https://aclanthology.org/2020.peoples-1.12,"transformer, LSTM, LSTM-, transformers, RoBERTa, BERT, Grus",,,,,,,,,
Learning Emotion from 100 Observations: Unexpected Robustness of Deep Learning under Strong Data Limitations,"Buechel, Sven  and
Sedoc, Jo{\~a}o  and
Schwartz, H. Andrew  and
Ungar, Lyle",https://aclanthology.org/2020.peoples-1.13,"SVM, LSTM, transformers, CNN, RNN, CNNs, BERT, XLNet, GRU",,,,,,,,,
Cross-lingual Emotion Intensity Prediction,"Navas Alejo, Irean  and
Badia, Toni  and
Barnes, Jeremy",https://aclanthology.org/2020.peoples-1.14,"transformer, ensemble, transformers, ROBERTA, BERT",,,,,,,,,
"The {L}i{L}a{H} Emotion Lexicon of {C}roatian, {D}utch and {S}lovene","Ljube{\v{s}}i{\'c}, Nikola  and
Markov, Ilia  and
Fi{\v{s}}er, Darja  and
Daelemans, Walter",https://aclanthology.org/2020.peoples-1.15,SVM,,,,,,,,,
Systematic Evaluation of a Framework for Unsupervised Emotion Recognition for Narrative Text,"Zad, Samira  and
Finlayson, Mark",https://aclanthology.org/2020.nuse-1.4,"kNN, SVM+LS, SVM, CNN, SVM+kNN",,,,0.809,,,,,
Emotion Arcs of Student Narratives,"Somasundaran, Swapna  and
Chen, Xianyang  and
Flor, Michael",https://aclanthology.org/2020.nuse-1.12,,,,,,,,,,
{I} miss you babe: Analyzing Emotion Dynamics During {COVID}-19 Pandemic,"Ng, Hui Xian Lynnette  and
Lee, Roy Ka-Wei  and
Awal, Md Rabiul",https://aclanthology.org/2020.nlpcss-1.5,"CNN, LSTM",,,,0.031,,,,,
Identifying Worry in {T}witter: Beyond Emotion Analysis,"Verma, Reyha  and
von der Weth, Christian  and
Vachery, Jithin  and
Kankanhalli, Mohan",https://aclanthology.org/2020.nlpcss-1.9,"SVM, Transformers, CNN, lstm, RoBERTa-, RoBERTa, BERT, XLNet, GRU",,,,,,,,,
Measuring {Emotions} in the {COVID}-19 {Real} {World} {Worry} {Dataset},"Kleinberg, Bennett  and
van der Vegt, Isabelle  and
Mozes, Maximilian",https://aclanthology.org/2020.nlpcovid19-acl.11,"CNN, LSTM",,,,,,,,,
Modulated Fusion using Transformer for Linguistic-Acoustic Emotion Recognition,"Delbrouck, Jean-Benoit  and
Tits, No{\'e}  and
Dupont, St{\'e}phane",https://aclanthology.org/2020.nlpbt-1.1,"Transformers, Transformer, LSTM, CNN, BERT, rnn, transformer-",,,,,,,,,
Emotional Speech Corpus for Persuasive Dialogue System,"Asai, Sara  and
Yoshino, Koichiro  and
Shinagawa, Seitaro  and
Sakti, Sakriani  and
Nakamura, Satoshi",https://aclanthology.org/2020.lrec-1.62,"BERT, Transformers, transformer",,,,,,,,,
{MPDD}: A Multi-Party Dialogue Dataset for Analysis of Emotions and Interpersonal Relationships,"Chen, Yi-Ting  and
Huang, Hen-Hsen  and
Chen, Hsin-Hsi",https://aclanthology.org/2020.lrec-1.76,"BERT, CNN, transformers",0.7632,,,,,,,,
{EDA}: Enriching Emotional Dialogue Acts using an Ensemble of Neural Annotators,"Bothe, Chandrakant  and
Weber, Cornelius  and
Magg, Sven  and
Wermter, Stefan",https://aclanthology.org/2020.lrec-1.78,"RNN(wt, Ensemble, RNN, RNNs, XLNet",,,,,,,,,
Relation between Degree of Empathy for Narrative Speech and Type of Responsive Utterance in Attentive Listening,"Ito, Koichiro  and
Murata, Masaki  and
Ohno, Tomohiro  and
Matsubara, Shigeki",https://aclanthology.org/2020.lrec-1.87,,,,,,,,,,
An {A}lgerian Corpus and an Annotation Platform for Opinion and Emotion Analysis,"Moudjari, Leila  and
Akli-Astouati, Karima  and
Benamara, Farah",https://aclanthology.org/2020.lrec-1.151,"SVM, ensemble, LSTM, SVMs, CNN, CNNs, BERT",,,,,,2012.0,,,
{E}mo{E}vent: A Multilingual Emotion Corpus based on different Events,"Plaza del Arco, Flor Miriam  and
Strapparava, Carlo  and
Urena Lopez, L. Alfonso  and
Martin, Maite",https://aclanthology.org/2020.lrec-1.186,SVM,,,,0.46,,,,,
{M}u{SE}: a Multimodal Dataset of Stressed Emotion,"Jaiswal, Mimansa  and
Bara, Cristian-Paul  and
Luo, Yuanhang  and
Burzo, Mihai  and
Mihalcea, Rada  and
Provost, Emily Mower",https://aclanthology.org/2020.lrec-1.187,ensemble,,,,,5.0,,,,
Annotation of Emotion Carriers in Personal Narratives,"Tammewar, Aniruddha  and
Cervone, Alessandra  and
Messner, Eva-Maria  and
Riccardi, Giuseppe",https://aclanthology.org/2020.lrec-1.189,"svms, SVM",,,,0.39,,,,,
{IIIT}-{H} {TEMD} Semi-Natural Emotional Speech Database from Professional Actors and Non-Actors,"Rambabu, Banothu  and
Botsa, Kishore Kumar  and
Paidi, Gangamohan  and
Gangashetty, Suryakanth V",https://aclanthology.org/2020.lrec-1.192,,,,,,,,,,
"{G}ood{N}ews{E}veryone: A Corpus of News Headlines Annotated with Emotions, Semantic Roles, and Reader Perception","Bostan, Laura Ana Maria  and
Kim, Evgeny  and
Klinger, Roman",https://aclanthology.org/2020.lrec-1.194,"Transformer, ensemble, RNN-, svms, CNN, lstm, BERT",,,,0.44,,3.2,,,
{K}orean-Specific Emotion Annotation Procedure Using {N}-Gram-Based Distant Supervision and {K}orean-Specific-Feature-Based Distant Supervision,"Lee, Young-Jun  and
Lim, Chae-Gyun  and
Choi, Ho-Jin",https://aclanthology.org/2020.lrec-1.199,"ensemble, GRU",,,,,,,,,
Semi-Automatic Construction and Refinement of an Annotated Corpus for a Deep Learning Framework for Emotion Classification,"Xu, Jiajun  and
Masuda, Kyosuke  and
Nishizaki, Hiromitsu  and
Fukumoto, Fumiyo  and
Suzuki, Yoshimi",https://aclanthology.org/2020.lrec-1.200,"BERT, Transformers, LSTM, RNN",,,,,,,,,
"{CEASE}, a Corpus of Emotion Annotated Suicide notes in {E}nglish","Ghosh, Soumitra  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2020.lrec-1.201,"SVM, ensemble, LSTM, ensembles, CNN, LSTM).We, LSTMs, GRUs, GRU",,,,,,,,,
An Event-comment Social Media Corpus for Implicit Emotion Analysis,"Lee, Sophia Yat Mei  and
Lau, Helena Yan Ping",https://aclanthology.org/2020.lrec-1.203,,,,,,,2010.0,,,
An Emotional Mess! Deciding on a Framework for Building a {D}utch Emotion-Annotated Corpus,"De Bruyne, Luna  and
De Clercq, Orphee  and
Hoste, Veronique",https://aclanthology.org/2020.lrec-1.204,,,,,,,,,,
"{PO}-{EMO}: Conceptualization, Annotation, and Modeling of Aesthetic Emotions in {G}erman and {E}nglish Poetry","Haider, Thomas  and
Eger, Steffen  and
Kim, Evgeny  and
Klinger, Roman  and
Menninghaus, Winfried",https://aclanthology.org/2020.lrec-1.205,"BERT, SVM, CNN, LSTM",,,,,,,,,
Learning Word Ratings for Empathy and Distress from Document-Level User Responses,"Sedoc, Jo{\~a}o  and
Buechel, Sven  and
Nachmany, Yehonathan  and
Buffone, Anneke  and
Ungar, Lyle",https://aclanthology.org/2020.lrec-1.206,"Transformers, LSTM, CNN-, CNN, CNNs, RNNs",,,,,,,,,
Towards a Multi-Dataset for Complex Emotions Learning Based on Deep Neural Networks,"Belainine, Billal  and
Sadat, Fatiha  and
Boukadoum, Mounir  and
Lounis, Hakim",https://aclanthology.org/2020.lincr-1.7,LSTM,,,,,,,,,
Annotating Errors and Emotions in Human-Chatbot Interactions in {I}talian,"Sanguinetti, Manuela  and
Mazzei, Alessandro  and
Patti, Viviana  and
Scalerandi, Marco  and
Mana, Dario  and
Simeoni, Rossana",https://aclanthology.org/2020.law-1.14,,,,,,,,,,
L{'}expression des {\'e}motions dans les textes pour enfants : constitution d{'}un corpus annot{\'e} (Expressing emotions in texts for children: constitution of an annotated corpus),"{\'E}tienne, Aline  and
Battistelli, Delphine  and
Lecorv{\'e}, Gw{\'e}nol{\'e}",https://aclanthology.org/2020.jeptalnrecital-taln.19,,,,,,,,,,
Annotated Corpus of Tweets in {E}nglish from Various Domains for Emotion Detection,"Ghosh, Soumitra  and
Ekbal, Asif  and
Bhattacharyya, Pushpak  and
Saha, Sriparna  and
Tyagi, Vipin  and
Kumar, Alka  and
Srivastava, Shikha  and
Kumar, Nitish",https://aclanthology.org/2020.icon-main.62,"ensemble, LSTM, CNN, LSTMs, GRUs, GRU",,,,,,,,,
{EST}e{R}: Combining Word Co-occurrences and Word Associations for Unsupervised Emotion Detection,"Gollapalli, Sujatha Das  and
Rozenshtein, Polina  and
Ng, See-Kiong",https://aclanthology.org/2020.findings-emnlp.93,"transformer, cnn, RNN",,,,,,,,,
Condolence and Empathy in Online Communities,"Zhou, Naitian  and
Jurgens, David",https://aclanthology.org/2020.emnlp-main.45,"BERT, SVM, RoBERTa, transformers",,,,,,,,,
"Hashtags, Emotions, and Comments: A Large-Scale Dataset to Understand Fine-Grained Social Emotions to Online Topics","Ding, Keyang  and
Li, Jing  and
Zhang, Yuji",https://aclanthology.org/2020.emnlp-main.106,"lstms, KNN, RNN",,,1.0,,,,,,
Conditional Causal Relationships between Emotions and Causes in Texts,"Chen, Xinhong  and
Li, Qing  and
Wang, Jianping",https://aclanthology.org/2020.emnlp-main.252,"transformer, CNN, rnn",,,,,,,,,
Emotion-Cause Pair Extraction as Sequence Labeling Based on A Novel Tagging Scheme,"Yuan, Chaofa  and
Fan, Chuang  and
Bao, Jianzhu  and
Xu, Ruifeng",https://aclanthology.org/2020.emnlp-main.289,"transformer, LSTM, transformers, LSTMs, BERT(ˆxi, BERT, rnn",,,,,,,,,
End-to-End Emotion-Cause Pair Extraction based on Sliding Window Multi-Label Learning,"Ding, Zixiang  and
Xia, Rui  and
Yu, Jianfei",https://aclanthology.org/2020.emnlp-main.290,"transformer, ensemble, LSTM, BERT-, transformers, svms, RNN, Bert",,,,,,,,,
Multi-modal Multi-label Emotion Detection with Modality and Label Dependence,"Zhang, Dong  and
Ju, Xincheng  and
Li, Junhui  and
Li, Shoushan  and
Zhu, Qiaoming  and
Zhou, Guodong",https://aclanthology.org/2020.emnlp-main.291,"CNNs, BERT, Transformer, RNN",,,,,,,,,
A Computational Approach to Understanding Empathy Expressed in Text-Based Mental Health Support,"Sharma, Ashish  and
Miner, Adam  and
Atkins, David  and
Althoff, Tim",https://aclanthology.org/2020.emnlp-main.425,"transformer, transformers, RNN, RoBERTa, BERT, GPT-2",,,,,,,,,
Modeling Protagonist Emotions for Emotion-Aware Storytelling,"Brahman, Faeze  and
Chaturvedi, Snigdha",https://aclanthology.org/2020.emnlp-main.426,"Transformers, Transformer, LSTM, transformers/, GPT-2+FT, RNNs, BERT, Grus, GPT-2",,,,0.65,,,,,
Relation-aware Graph Attention Networks with Relational Position Encodings for Emotion Recognition in Conversations,"Ishiwatari, Taichi  and
Yasuda, Yuki  and
Miyazaki, Taro  and
Goto, Jun",https://aclanthology.org/2020.emnlp-main.597,"transformer, LSTM, BERT-, transformers, RNN)-based, CNN, RNN, GRUs, BERT, CNN+cLSTM, GRU",,,,,,,,,
{C}ancer{E}mo: A Dataset for Fine-Grained Emotion Detection,"Sosea, Tiberiu  and
Caragea, Cornelia",https://aclanthology.org/2020.emnlp-main.715,"LSTM, transformers, CNN, RoBERTa, BERT, XLNet",,,,,,,,,
{E}mo{T}ag1200: Understanding the Association between Emojis and Emotions,"Shoeb, Abu Awal Md  and
de Melo, Gerard",https://aclanthology.org/2020.emnlp-main.720,,,,,,,,,,
{MIME}: {MIM}icking Emotions for Empathetic Response Generation,"Majumder, Navonil  and
Hong, Pengfei  and
Peng, Shanshan  and
Lu, Jiankun  and
Ghosal, Deepanway  and
Gelbukh, Alexander  and
Mihalcea, Rada  and
Poria, Soujanya",https://aclanthology.org/2020.emnlp-main.721,"transformer, BERT, LSTM, transformers",,,,,,,,,
Appraisal Theories for Emotion Classification in Text,"Hofmann, Jan  and
Troiano, Enrica  and
Sassenberg, Kai  and
Klinger, Roman",https://aclanthology.org/2020.coling-main.11,"ensemble, CNN, Ensembles",,,,,,,,,
A Symmetric Local Search Network for Emotion-Cause Pair Extraction,"Cheng, Zifeng  and
Jiang, Zhiwei  and
Yin, Yafeng  and
Yu, Hua  and
Gu, Qing",https://aclanthology.org/2020.coling-main.12,"Transformer, LSTM, transformers, CNN, BERT, rnn",,,,,,,,,
End-to-End Emotion-Cause Pair Extraction with Graph Convolutional Network,"Chen, Ying  and
Hou, Wenjun  and
Li, Shoushan  and
Wu, Caicong  and
Zhang, Xiaoqiang",https://aclanthology.org/2020.coling-main.17,"Transformers, BERT, SVM",,,,,,,,,
A Unified Sequence Labeling Model for Emotion Cause Pair Extraction,"Chen, Xinhong  and
Li, Qing  and
Wang, Jianping",https://aclanthology.org/2020.coling-main.18,"transformer, LSTM, BERT-, CNN+CRF, CNN, rnn, BERT, CNN+Softmax, CNN(vU",,,,,,,,,
Emotion Classification by Jointly Learning to Lexiconize and Classify,"Zhou, Deyu  and
Wu, Shuangzhi  and
Wang, Qing  and
Xie, Jun  and
Tu, Zhaopeng  and
Li, Mu",https://aclanthology.org/2020.coling-main.288,"LSTM+EmNet, Transformers, LSTM, LSTM([hi, LSTMs, BERT, BERT+EmNet, rnns",,,,,,,,,
An Iterative Emotion Interaction Network for Emotion Recognition in Conversations,"Lu, Xin  and
Zhao, Yanyan  and
Wu, Yang  and
Tian, Yijian  and
Chen, Huipeng  and
Qin, Bing",https://aclanthology.org/2020.coling-main.360,"GRU([ui, transformer, LSTM, CNN, RNN, GRUs, GRU",,,,,,,,,
Summarize before Aggregate: A Global-to-local Heterogeneous Graph Inference Network for Conversational Emotion Recognition,"Sheng, Dongming  and
Wang, Dong  and
Shen, Ying  and
Zheng, Haitao  and
Liu, Haozhuang",https://aclanthology.org/2020.coling-main.367,"Ensemble, LSTM, LSTM+Att, CNN, RNN, GRUs",,,,,,,,,
{H}i{T}rans: A Transformer-Based Context- and Speaker-Sensitive Model for Emotion Detection in Conversations,"Li, Jingye  and
Ji, Donghong  and
Li, Fei  and
Zhang, Meishan  and
Liu, Yijiang",https://aclanthology.org/2020.coling-main.370,"Transformer, LSTM, cnns, RNNs, transformers, LSTMs, RNN, GRUs, BERT",,,,,,,,,
Lost in Back-Translation: Emotion Preservation in Neural Machine Translation,"Troiano, Enrica  and
Klinger, Roman  and
Pad{\'o}, Sebastian",https://aclanthology.org/2020.coling-main.384,"RNNs, transformers",,,,,,,0.51,,
Knowledge Aware Emotion Recognition in Textual Conversations via Multi-Task Incremental Transformer,"Zhang, Duzhen  and
Chen, Xiuyi  and
Xu, Shuang  and
Xu, Bo",https://aclanthology.org/2020.coling-main.392,"Transformers, Transformer, LSTM, CNN, RNN, CNNs, RNNs, BERT, CNN+cLSTM, GRU",,,,,,,,,
"{MEISD}: A Multimodal Multi-Label Emotion, Intensity and Sentiment Dialogue Dataset for Emotion Recognition and Sentiment Analysis in Conversations","Firdaus, Mauajama  and
Chauhan, Hardik  and
Ekbal, Asif  and
Bhattacharyya, Pushpak",https://aclanthology.org/2020.coling-main.393,"ensemble, LSTM, BERT(Devlin, transformers, CNN, RNN, BERT, GRU",,,,,,,,,
Sentiment Analysis for Emotional Speech Synthesis in a News Dialogue System,"Takatsu, Hiroaki  and
Ando, Ryota  and
Matsuyama, Yoichi  and
Kobayashi, Tetsunori",https://aclanthology.org/2020.coling-main.440,"SVM, Transformer, transformers, BERT+, BERT",,,,,,,,,
Exploiting Narrative Context and A Priori Knowledge of Categories in Textual Emotion Classification,"Tanabe, Hikari  and
Ogawa, Tetsuji  and
Kobayashi, Tetsunori  and
Hayashi, Yoshihiko",https://aclanthology.org/2020.coling-main.483,"BERT, CNN⋆, transformers",,,,,,,,,
Cross-Lingual Emotion Lexicon Induction using Representation Alignment in Low-Resource Settings,"Ramachandran, Arun  and
de Melo, Gerard",https://aclanthology.org/2020.coling-main.517,LSTMs,,,,,,,,,
{XED}: A Multilingual Dataset for Sentiment Analysis and Emotion Detection,"{\""O}hman, Emily  and
P{\`a}mies, Marc  and
Kajava, Kaisla  and
Tiedemann, J{\""o}rg",https://aclanthology.org/2020.coling-main.575,"Transformers, SVM, SVMs, BERT, GRU",0.4461,,,,,,,,
Creation of Corpus and analysis in Code-Mixed {K}annada-{E}nglish {T}witter data for Emotion Prediction,"Appidi, Abhinav Reddy  and
Srirangam, Vamshi Krishna  and
Suhas, Darsi  and
Shrivastava, Manish",https://aclanthology.org/2020.coling-main.587,"SVM, LSTM, RNN",,,,,,,,,
A Transformer-based joint-encoding for Emotion Recognition and Sentiment Analysis,"Delbrouck, Jean-Benoit  and
Tits, No{\'e}  and
Brousmiche, Mathilde  and
Dupont, St{\'e}phane",https://aclanthology.org/2020.challengehml-1.1,"Transformers, Transformer, CNN, RNN, CNNs",,,,,,,,,
Multilogue-Net: A Context-Aware {RNN} for Multi-modal Emotion Detection and Sentiment Analysis in Conversation,"Shenoy, Aman  and
Sardana, Ashish",https://aclanthology.org/2020.challengehml-1.3,"GRU, LSTM, RNN",,,,,,,,,
{CAN}-{GRU}: a Hierarchical Model for Emotion Recognition in Dialogue,"Jiang, Ting  and
Xu, Bing  and
Zhao, Tiejun  and
Li, Sheng",https://aclanthology.org/2020.ccl-1.102,"LSTM, BERT(Devlin, transformers, GRU(Cho, CNN, GRU(biGRU, RNN, CNNs, BERT, GRU",,,,,,,,,
Attending the Emotions to Detect Online Abusive Language,"Safi Samghabadi, Niloofar  and
Hatami, Afsheen  and
Shafaei, Mahsa  and
Kar, Sudipta  and
Solorio, Thamar",https://aclanthology.org/2020.alw-1.10,"SVM, ensemble, LSTM, transformers, CNN, BERT",,,,,,,,,
Convolutional and Recurrent Neural Networks for Spoken Emotion Recognition,"Keesing, Aaron  and
Watson, Ian  and
Witbrock, Michael",https://aclanthology.org/2020.alta-1.13,"SVM, LSTM, CNN, RNN, GRU",,,,,,,,,
{CDL}: Curriculum Dual Learning for Emotion-Controllable Response Generation,"Shen, Lei  and
Feng, Yang",https://aclanthology.org/2020.acl-main.52,GRU,,,,,,,,,
Learning and Evaluating Emotion Lexicons for 91 Languages,"Buechel, Sven  and
R{\""u}cker, Susanna  and
Hahn, Udo",https://aclanthology.org/2020.acl-main.112,LSTM,,,,,,,,,
"{ECPE}-2{D}: Emotion-Cause Pair Extraction based on Joint Two-Dimensional Representation, Interaction and Prediction","Ding, Zixiang  and
Xia, Rui  and
Yu, Jianfei",https://aclanthology.org/2020.acl-main.288,"transformer, ensemble, LSTM, transformers, svms, LSTMs, RNN, BERT",,,,,,,,,
