Database,Category,Subcategory,Paper Title
acl,emotion,papers,{ssn}{\_}{nlp} at {s}em{e}val-2019 task 3: contextual emotion identification from textual conversation using {s}eq2{s}eq deep neural network
acl,emotion,papers,"hashtags, emotions, and comments: a large-scale dataset to understand fine-grained social emotions to online topics"
acl,emotion,papers,{s}amsung research {c}hina-{b}eijing at {s}em{e}val-2024 task 3: a multi-stage framework for emotion-cause pair extraction in conversations
acl,emotion,papers,a question answering approach for emotion cause extraction
acl,emotion,papers,{iit} {g}andhinagar at {s}em{e}val-2019 task 3: contextual emotion detection using deep learning
acl,emotion,papers,identifying emotions in code mixed {h}indi-{e}nglish tweets
acl,emotion,papers,{s}tud{e}mo: a non-aggregated review dataset for personalized emotion recognition
acl,emotion,papers,{fern}et: fine-grained extraction and reasoning network for emotion recognition in dialogues
acl,emotion,papers,{cecl} at {s}em{e}val-2019 task 3: using surface learning for detecting emotion in textual conversations
acl,emotion,papers,automatic annotation of dream report{'}s emotional content with large language models
acl,emotion,papers,modelling representation noise in emotion analysis using {g}aussian processes
acl,emotion,papers,demonstrating the reliability of self-annotated emotion data
acl,emotion,papers,understanding human values and their emotional effect
acl,emotion,papers,a unified framework for emotion identification and generation in dialogues
acl,emotion,papers,"{uw}at-emote at {e}mo{i}nt-2017: emotion intensity detection using affect clues, sentiment polarity and word embeddings"
acl,emotion,papers,figure eight at {s}em{e}val-2019 task 3: ensemble of transfer learning methods for contextual emotion detection
acl,emotion,papers,"emotion-aware, emotion-agnostic, or automatic: corpus creation strategies to obtain cognitive event appraisal annotations"
acl,emotion,papers,sentiment and emotion based representations for fake reviews detection
acl,emotion,papers,improved text emotion prediction using combined valence and arousal ordinal classification
acl,emotion,papers,deep{c}yb{e}r{n}et at {e}mo{i}nt-2017: deep emotion intensities in tweets
acl,emotion,papers,{h}i{t}rans: a transformer-based context- and speaker-sensitive model for emotion detection in conversations
acl,emotion,papers,{s}eq2{e}mo: a sequence to multi-label emotion classification model
acl,emotion,papers,natural language inference prompts for zero-shot emotion classification in text across corpora
acl,emotion,papers,{s}ynt{a}ct: a synthesized database of basic emotions
acl,emotion,papers,{sinai} at {s}em{e}val-2018 task 1: emotion recognition in tweets
acl,emotion,papers,{m}3{ed}: multi-modal multi-scene multi-label emotional dialogue database
acl,emotion,papers,{gjg}@{t}amil{nlp}-{acl}2022: emotion analysis and classification in {t}amil using transformers
acl,emotion,papers,how to annotate emotions in historical {i}talian novels: a case study on {i} promessi sposi
acl,emotion,papers,{clp} at {s}em{e}val-2019 task 3: multi-encoder in hierarchical attention networks for contextual emotion detection
acl,emotion,papers,detecting emotions in {m}andarin speech
acl,emotion,papers,{t}uni{ser}: toward a {t}unisian speech emotion recognition system
acl,emotion,papers,annotated corpus of tweets in {e}nglish from various domains for emotion detection
acl,emotion,papers,{d}eep{m}iner at {s}em{e}val-2018 task 1: emotion intensity recognition using deep representation learning
acl,emotion,papers,automatic emotion experiencer recognition
acl,emotion,papers,emotion analysis from texts
acl,emotion,papers,{b}rain{ee} at {s}em{e}val-2019 task 3: ensembling linear classifiers for emotion prediction
acl,emotion,papers,{wassa}-2017 shared task on emotion intensity
acl,emotion,papers,{s}+{page}: a speaker and position-aware graph neural network model for emotion recognition in conversation
acl,emotion,papers,{mips} at {s}em{e}val-2024 task 3: multimodal emotion-cause pair extraction in conversations with multimodal language models
acl,emotion,papers,how emotional are you? neural architectures for emotion intensity prediction in microblogs
acl,emotion,papers,using {r}oget{'}s thesaurus for fine-grained emotion recognition
acl,emotion,papers,distant supervision for emotion detection using {f}acebook reactions
acl,emotion,papers,meta-learning for classifying previously unseen data source into previously unseen emotional categories
acl,emotion,papers,"annotation, modelling and analysis of fine-grained emotions on a stance and sentiment detection corpus"
acl,emotion,papers,{icon}: interactive conversational memory network for multimodal emotion detection
acl,emotion,papers,{iit} {d}elhi at {s}em{e}val-2018 task 1 : emotion intensity prediction
acl,emotion,papers,creating a dataset for multilingual fine-grained emotion-detection using gamification-based annotation
acl,emotion,papers,cross-lingual emotion intensity prediction
acl,emotion,papers,do multimodal emotion recognition models tackle ambiguity?
acl,emotion,papers,emotion recognition in conversation via dynamic personality
acl,emotion,papers,improving automatic emotion recognition from speech via gender differentiaion
acl,emotion,papers,corpus creation and emotion prediction for {h}indi-{e}nglish code-mixed social media text
acl,emotion,papers,enhancing emotion prediction in news headlines: insights from {c}hat{gpt} and {s}eq2{s}eq models for free-text generation
acl,emotion,papers,do stochastic parrots have feelings too? improving neural detection of synthetic text via emotion recognition
acl,emotion,papers,{sinai} at {s}em{e}val-2019 task 3: using affective features for emotion classification in textual conversations
acl,emotion,papers,{e}mo{m}ent: an emotion annotated mental health corpus from two {s}outh {a}sian countries
acl,emotion,papers,studying the effect of emotional and moral language on information contagion during the charlottesville event
acl,emotion,papers,{lirmm}-advanse at {s}em{e}val-2019 task 3: attentive conversation modeling for emotion detection and classification
acl,emotion,papers,construction of {j}apanese audio-visual emotion database and its application in emotion recognition
acl,emotion,papers,modality-transferable emotion embeddings for low-resource multimodal emotion recognition
acl,emotion,papers,{e}moti{klue} at {iest} 2018: topic-informed classification of implicit emotions
